steps,avg_reward,collision_rate,episode_length
71400,33.53213227697918,0.0,40.0
71500,34.025465491137346,0.0,40.0
71600,34.18610862124393,0.0,40.0
71700,33.3721327014218,0.0,40.0
71800,34.29138949983131,0.0,40.0
71900,33.37213270140064,0.0,40.0
72000,8.117900118200106,1.0,10.0
72100,32.172132701421816,0.0,40.0
72200,7.400901933777699,1.0,9.0
72300,19.186189520951274,1.0,22.0
72400,32.01213270142181,0.0,40.0
72500,14.171918358937162,1.0,16.0
72600,13.362587954304805,1.0,15.0
72700,12.263868312757205,1.0,15.0
72800,27.27999999999999,1.0,32.0
72900,14.171918358937162,1.0,16.0
73000,33.41212905288003,0.0,40.0
